system   I             system.c:245  al_install_system                [   0.00040] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:388  _al_score_display_settings       [   0.32473] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32474] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32476] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32477] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32479] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32480] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32481] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32482] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32484] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32485] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32487] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32488] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32489] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32490] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32492] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32493] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32495] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32496] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32497] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32498] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32500] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32501] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32503] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32504] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32505] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32506] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32508] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32509] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32511] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32512] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32514] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32515] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32517] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32519] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32521] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32522] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32525] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32526] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32527] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32528] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32531] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32533] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32535] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32536] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32537] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32538] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32540] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32541] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32543] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32544] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32546] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32548] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32549] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32550] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32553] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32555] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32557] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32559] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32560] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32561] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32564] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32565] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32566] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32567] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32569] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32570] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32572] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32573] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32574] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32575] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32577] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32578] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32579] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32580] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32582] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32583] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32584] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32585] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32587] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32588] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32590] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32591] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32592] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32593] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32595] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32596] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32597] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32598] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32600] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32601] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32603] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32604] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32605] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32606] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32608] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32609] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32610] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32612] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32613] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32614] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32616] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32617] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32618] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32619] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32621] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32622] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32623] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32624] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32626] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32627] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32628] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32629] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32631] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32632] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32634] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32635] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32636] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32637] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32639] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32641] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32643] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32645] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32646] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32647] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32649] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32650] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32651] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32652] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32654] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32655] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32656] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32658] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32659] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32660] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32662] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32663] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32664] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32665] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32667] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32668] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32669] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32670] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32672] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32673] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32674] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32675] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32677] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32678] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32680] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32681] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32682] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32683] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32685] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32686] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32687] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32688] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32690] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32691] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32693] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32694] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32695] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32696] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32698] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32699] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32700] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32701] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32703] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32704] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32705] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32706] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.32708] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.32709] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32711] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.32712] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32713] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.32714] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32716] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.32717] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32718] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.32719] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32721] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.32722] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32723] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.32725] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.32726] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.32727] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32729] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32730] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32732] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32733] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32734] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32735] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32737] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32738] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32739] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32741] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32742] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32743] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32745] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32746] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32747] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32749] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32750] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32751] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32753] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32754] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32755] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32757] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32758] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32759] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32761] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32762] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32763] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32765] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32766] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32767] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32769] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32770] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32772] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32773] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32774] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32775] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32777] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32778] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32780] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32781] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32782] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32783] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32785] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32786] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32787] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32789] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32790] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32791] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32793] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32794] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32795] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32797] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32798] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32799] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32801] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32802] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.32803] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32805] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32806] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32807] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32813] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32814] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32816] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32818] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32820] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32822] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32823] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32824] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32826] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.32827] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.32829] Single Buffer requirement not met.
